Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd
Human Rabies,4,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,46,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,33,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,3184,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,24,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,1,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,2,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,6,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,334,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,4,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,5,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,4,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,59,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,22,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,4228,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,19,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,1,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,3,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,11,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,133,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,31,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,9,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,63,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,8,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,940,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,8,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,0,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,0,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,0,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,83,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,5,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,5,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,1,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,35,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,1,Matale,UGA,city,0.77848,31.15692,"{'west': 31.08209, 'south': 0.64878, 'east': 31.23708, 'north': 0.83519}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,192,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,21,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,3,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,5,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,75,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,13,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,6,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,35,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,6,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,3070,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,10,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,1,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,0,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,0,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,358,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,29,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,6,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,0,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,62,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,18,Galle,DEU,city,51.4822,11.97494,"{'west': 11.85534, 'south': 51.4023, 'east': 12.08903, 'north': 51.54364}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,1377,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,32,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,2,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,196,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,41,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,6,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,28,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,17,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,1432,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,12,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,2,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,1,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,215,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,12,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,1,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,39,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,6,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,2642,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,63,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,3,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,58,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,60,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,20,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,432,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,7,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,4,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,93,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,11,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,107,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,7,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,3,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,24,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,11,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,12,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,4,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,3,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,178,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,2,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,23,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,3,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,2,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Human Rabies,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Chickenpox,6,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Meningitis,15,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dengue Fever,,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Dysentery,71,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Encephalitis,3,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Enteric Fever,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Food Poisoning,2,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Leptospirosis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Typhus Fever,18,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: viral. Please check the dictionary,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
Error detected with name: hepa-. Please check the dictionary,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",16-Sep-2022 00:00:00,23-Sep-2022 00:00:00
